date,total_sales,year,month,day,dayofweek,is_weekend,sales_yesterday,sales_last_week
2014-01-16,502789.214207,2014,1,16,3,0,567067.469069,496377.933414
2014-01-17,542937.915657,2014,1,17,4,0,502789.214207,543055.329066
2014-01-18,786779.8899055,2014,1,18,5,1,542937.915657,787321.455619
2014-01-19,851735.334091,2014,1,19,6,1,786779.8899055,844633.598917
2014-01-20,575850.061871,2014,1,20,0,0,851735.334091,555547.0150185
2014-01-21,538817.207912,2014,1,21,1,0,575850.061871,502643.104285
2014-01-22,553097.596874,2014,1,22,2,0,538817.207912,567067.469069
2014-01-23,460789.0398597,2014,1,23,3,0,553097.596874,502789.214207
2014-01-24,526124.572256,2014,1,24,4,0,460789.0398597,542937.915657
2014-01-25,733880.979053,2014,1,25,5,1,526124.572256,786779.8899055
2014-01-26,814057.732862,2014,1,26,6,1,733880.979053,851735.334091
2014-01-27,540798.833711,2014,1,27,0,0,814057.732862,575850.061871
2014-01-28,481593.435798,2014,1,28,1,0,540798.833711,538817.207912
2014-01-29,512853.989922,2014,1,29,2,0,481593.435798,553097.596874
2014-01-30,453642.9707033,2014,1,30,3,0,512853.989922,460789.0398597
2014-01-31,560816.192394,2014,1,31,4,0,453642.9707033,526124.572256
2014-02-01,648870.19898,2014,2,1,5,1,560816.192394,733880.979053
2014-02-02,619805.537102,2014,2,2,6,1,648870.19898,814057.732862
2014-02-03,461637.5229585,2014,2,3,0,0,619805.537102,540798.833711
2014-02-04,403189.5869763,2014,2,4,1,0,461637.5229585,481593.435798
2014-02-05,399138.3059075,2014,2,5,2,0,403189.5869763,512853.989922
2014-02-06,359139.101529,2014,2,6,3,0,399138.3059075,453642.9707033
2014-02-07,389471.568011,2014,2,7,4,0,359139.101529,560816.192394
2014-02-08,530128.059914,2014,2,8,5,1,389471.568011,648870.19898
2014-02-09,520753.7470746,2014,2,9,6,1,530128.059914,619805.537102
2014-02-10,396622.737011,2014,2,10,0,0,520753.7470746,461637.5229585
2014-02-11,358382.7339877,2014,2,11,1,0,396622.737011,403189.5869763
2014-02-12,387758.393971,2014,2,12,2,0,358382.7339877,399138.3059075
2014-02-13,347373.2985675,2014,2,13,3,0,387758.393971,359139.101529
2014-02-14,361206.4069057,2014,2,14,4,0,347373.2985675,389471.568011
2014-02-15,538893.357859,2014,2,15,5,1,361206.4069057,530128.059914
2014-02-16,595300.23508,2014,2,16,6,1,538893.357859,520753.7470746
2014-02-17,412029.2879535,2014,2,17,0,0,595300.23508,396622.737011
2014-02-18,365331.247942,2014,2,18,1,0,412029.2879535,358382.7339877
2014-02-19,360161.6390075,2014,2,19,2,0,365331.247942,387758.393971
2014-02-20,322451.9201135,2014,2,20,3,0,360161.6390075,347373.2985675
2014-02-21,369403.653633,2014,2,21,4,0,322451.9201135,361206.4069057
2014-02-22,538206.082827,2014,2,22,5,1,369403.653633,538893.357859
2014-02-23,487896.463891,2014,2,23,6,1,538206.082827,595300.23508
2014-02-24,404224.188997,2014,2,24,0,0,487896.463891,412029.2879535
2014-02-25,351418.110084,2014,2,25,1,0,404224.188997,365331.247942
2014-02-26,353604.266985,2014,2,26,2,0,351418.110084,360161.6390075
2014-02-27,330330.185244,2014,2,27,3,0,353604.266985,322451.9201135
2014-02-28,425624.795466,2014,2,28,4,0,330330.185244,369403.653633
2014-03-01,911360.2578707,2014,3,1,5,1,425624.795466,538206.082827
2014-03-02,667413.052988,2014,3,2,6,1,911360.2578707,487896.463891
2014-03-03,613973.031386,2014,3,3,0,0,667413.052988,404224.188997
2014-03-04,748930.902096,2014,3,4,1,0,613973.031386,351418.110084
2014-03-05,741756.416525,2014,3,5,2,0,748930.902096,353604.266985
2014-03-06,614082.444339,2014,3,6,3,0,741756.416525,330330.185244
2014-03-07,598242.341178,2014,3,7,4,0,614082.444339,425624.795466
2014-03-08,753345.259201,2014,3,8,5,1,598242.341178,911360.2578707
2014-03-09,916117.649984,2014,3,9,6,1,753345.259201,667413.052988
2014-03-10,587414.828974,2014,3,10,0,0,916117.649984,613973.031386
2014-03-11,539365.375063,2014,3,11,1,0,587414.828974,748930.902096
2014-03-12,575676.797032,2014,3,12,2,0,539365.375063,741756.416525
2014-03-13,473298.042544,2014,3,13,3,0,575676.797032,614082.444339
2014-03-14,530515.2554715,2014,3,14,4,0,473298.042544,598242.341178
2014-03-15,731049.789851,2014,3,15,5,1,530515.2554715,753345.259201
2014-03-16,929808.492772,2014,3,16,6,1,731049.789851,916117.649984
2014-03-17,612719.522118,2014,3,17,0,0,929808.492772,587414.828974
2014-03-18,537427.86875,2014,3,18,1,0,612719.522118,539365.375063
2014-03-19,585974.657018,2014,3,19,2,0,537427.86875,575676.797032
2014-03-20,500897.112641,2014,3,20,3,0,585974.657018,473298.042544
2014-03-21,548811.469984,2014,3,21,4,0,500897.112641,530515.2554715
2014-03-22,771704.933772,2014,3,22,5,1,548811.469984,731049.789851
2014-03-23,838814.636064,2014,3,23,6,1,771704.933772,929808.492772
2014-03-24,571762.044919,2014,3,24,0,0,838814.636064,612719.522118
2014-03-25,539861.6183493,2014,3,25,1,0,571762.044919,537427.86875
2014-03-26,569680.543547,2014,3,26,2,0,539861.6183493,585974.657018
2014-03-27,468581.39830400003,2014,3,27,3,0,569680.543547,500897.112641
2014-03-28,538905.781947,2014,3,28,4,0,468581.39830400003,548811.469984
2014-03-29,822333.142686,2014,3,29,5,1,538905.781947,771704.933772
2014-03-30,873958.8396415,2014,3,30,6,1,822333.142686,838814.636064
2014-03-31,651800.509461,2014,3,31,0,0,873958.8396415,571762.044919
2014-04-01,485079.887001,2014,4,1,1,0,651800.509461,539861.6183493
2014-04-02,463917.316107,2014,4,2,2,0,485079.887001,569680.543547
2014-04-03,388867.961418,2014,4,3,3,0,463917.316107,468581.39830400003
2014-04-04,422578.745073,2014,4,4,4,0,388867.961418,538905.781947
2014-04-05,617680.194045,2014,4,5,5,1,422578.745073,822333.142686
2014-04-06,631888.250898,2014,4,6,6,1,617680.194045,873958.8396415
2014-04-07,426091.1040178,2014,4,7,0,0,631888.250898,651800.509461
2014-04-08,376663.272105,2014,4,8,1,0,426091.1040178,485079.887001
2014-04-09,375309.08201199997,2014,4,9,2,0,376663.272105,463917.316107
2014-04-10,334052.7571255,2014,4,10,3,0,375309.08201199997,388867.961418
2014-04-11,379646.845927,2014,4,11,4,0,334052.7571255,422578.745073
2014-04-12,529919.922964,2014,4,12,5,1,379646.845927,617680.194045
2014-04-13,540190.281942,2014,4,13,6,1,529919.922964,631888.250898
2014-04-14,381386.309033,2014,4,14,0,0,540190.281942,426091.1040178
2014-04-15,364689.054991,2014,4,15,1,0,381386.309033,376663.272105
2014-04-16,411357.084985,2014,4,16,2,0,364689.054991,375309.08201199997
2014-04-17,397464.842904,2014,4,17,3,0,411357.084985,334052.7571255
2014-04-18,394392.184115,2014,4,18,4,0,397464.842904,379646.845927
2014-04-19,496904.749136,2014,4,19,5,1,394392.184115,529919.922964
2014-04-20,520126.3980386,2014,4,20,6,1,496904.749136,540190.281942
2014-04-21,398677.396998,2014,4,21,0,0,520126.3980386,381386.309033
2014-04-22,370552.249018,2014,4,22,1,0,398677.396998,364689.054991
2014-04-23,372232.595049,2014,4,23,2,0,370552.249018,411357.084985
2014-04-24,320875.477858,2014,4,24,3,0,372232.595049,397464.842904
2014-04-25,357173.708433,2014,4,25,4,0,320875.477858,394392.184115
2014-04-26,497334.735036,2014,4,26,5,1,357173.708433,496904.749136
2014-04-27,560508.420995,2014,4,27,6,1,497334.735036,520126.3980386
2014-04-28,362271.9169815,2014,4,28,0,0,560508.420995,398677.396998
2014-04-29,326338.348031,2014,4,29,1,0,362271.9169815,370552.249018
2014-04-30,357079.964912,2014,4,30,2,0,326338.348031,372232.595049
2014-05-01,530380.848064,2014,5,1,3,0,357079.964912,320875.477858
2014-05-02,443284.891212,2014,5,2,4,0,530380.848064,357173.708433
2014-05-03,610391.748971,2014,5,3,5,1,443284.891212,497334.735036
2014-05-04,646164.863883,2014,5,4,6,1,610391.748971,560508.420995
2014-05-05,427601.704071,2014,5,5,0,0,646164.863883,362271.9169815
2014-05-06,388945.890086,2014,5,6,1,0,427601.704071,326338.348031
2014-05-07,391932.183945,2014,5,7,2,0,388945.890086,357079.964912
2014-05-08,337483.713217,2014,5,8,3,0,391932.183945,530380.848064
2014-05-09,381335.196055,2014,5,9,4,0,337483.713217,443284.891212
2014-05-10,577012.026997,2014,5,10,5,1,381335.196055,610391.748971
2014-05-11,454512.928937,2014,5,11,6,1,577012.026997,646164.863883
2014-05-12,398251.889006,2014,5,12,0,0,454512.928937,427601.704071
2014-05-13,360734.522978,2014,5,13,1,0,398251.889006,388945.890086
2014-05-14,356373.806985,2014,5,14,2,0,360734.522978,391932.183945
2014-05-15,332272.8296378,2014,5,15,3,0,356373.806985,337483.713217
2014-05-16,380822.742652,2014,5,16,4,0,332272.8296378,381335.196055
2014-05-17,537873.964019,2014,5,17,5,1,380822.742652,577012.026997
2014-05-18,634519.7368283,2014,5,18,6,1,537873.964019,454512.928937
2014-05-19,388814.744958,2014,5,19,0,0,634519.7368283,398251.889006
2014-05-20,354372.33997,2014,5,20,1,0,388814.744958,360734.522978
2014-05-21,356898.483031,2014,5,21,2,0,354372.33997,356373.806985
2014-05-22,310660.142642,2014,5,22,3,0,356898.483031,332272.8296378
2014-05-23,349549.892726,2014,5,23,4,0,310660.142642,380822.742652
2014-05-24,516627.261707,2014,5,24,5,1,349549.892726,537873.964019
2014-05-25,573412.21016,2014,5,25,6,1,516627.261707,634519.7368283
2014-05-26,373831.086112,2014,5,26,0,0,573412.21016,388814.744958
2014-05-27,327642.143098,2014,5,27,1,0,373831.086112,354372.33997
2014-05-28,338481.784057,2014,5,28,2,0,327642.143098,356898.483031
2014-05-29,326624.5773325,2014,5,29,3,0,338481.784057,310660.142642
2014-05-30,375782.6398709,2014,5,30,4,0,326624.5773325,349549.892726
2014-05-31,597192.467989,2014,5,31,5,1,375782.6398709,516627.261707
2014-06-01,742732.830236,2014,6,1,6,1,597192.467989,573412.21016
2014-06-02,512725.7729758,2014,6,2,0,0,742732.830236,373831.086112
2014-06-03,443636.187975,2014,6,3,1,0,512725.7729758,327642.143098
2014-06-04,423284.494993,2014,6,4,2,0,443636.187975,338481.784057
2014-06-05,359474.513823,2014,6,5,3,0,423284.494993,326624.5773325
2014-06-06,391266.125449,2014,6,6,4,0,359474.513823,375782.6398709
2014-06-07,557142.461024,2014,6,7,5,1,391266.125449,597192.467989
2014-06-08,626026.956957,2014,6,8,6,1,557142.461024,742732.830236
2014-06-09,415798.946041,2014,6,9,0,0,626026.956957,512725.7729758
2014-06-10,351689.4229725,2014,6,10,1,0,415798.946041,443636.187975
2014-06-11,373828.16418,2014,6,11,2,0,351689.4229725,423284.494993
2014-06-12,329408.06736,2014,6,12,3,0,373828.16418,359474.513823
2014-06-13,392308.374573,2014,6,13,4,0,329408.06736,391266.125449
2014-06-14,622072.988944,2014,6,14,5,1,392308.374573,557142.461024
2014-06-15,441279.9339945,2014,6,15,6,1,622072.988944,626026.956957
2014-06-16,447450.23987,2014,6,16,0,0,441279.9339945,415798.946041
2014-06-17,380396.036044,2014,6,17,1,0,447450.23987,351689.4229725
2014-06-18,373408.6641423,2014,6,18,2,0,380396.036044,373828.16418
2014-06-19,332280.93509600003,2014,6,19,3,0,373408.6641423,329408.06736
2014-06-20,369206.789547,2014,6,20,4,0,332280.93509600003,392308.374573
2014-06-21,538613.855166,2014,6,21,5,1,369206.789547,622072.988944
2014-06-22,591184.1240535,2014,6,22,6,1,538613.855166,441279.9339945
2014-06-23,414929.6359765,2014,6,23,0,0,591184.1240535,447450.23987
2014-06-24,340464.7450455,2014,6,24,1,0,414929.6359765,380396.036044
2014-06-25,355342.398017,2014,6,25,2,0,340464.7450455,373408.6641423
2014-06-26,315798.180924,2014,6,26,3,0,355342.398017,332280.93509600003
2014-06-27,370793.573429,2014,6,27,4,0,315798.180924,369206.789547
2014-06-28,510870.81398,2014,6,28,5,1,370793.573429,538613.855166
2014-06-29,567218.8850125,2014,6,29,6,1,510870.81398,591184.1240535
2014-06-30,429324.0552005,2014,6,30,0,0,567218.8850125,414929.6359765
2014-07-01,720480.616788,2014,7,1,1,0,429324.0552005,340464.7450455
2014-07-02,747430.1471275,2014,7,2,2,0,720480.616788,355342.398017
2014-07-03,583844.7207922,2014,7,3,3,0,747430.1471275,315798.180924
2014-07-04,595424.31324,2014,7,4,4,0,583844.7207922,370793.573429
2014-07-05,817307.1101677,2014,7,5,5,1,595424.31324,510870.81398
2014-07-06,918276.596259,2014,7,6,6,1,817307.1101677,567218.8850125
2014-07-07,638526.428909,2014,7,7,0,0,918276.596259,429324.0552005
2014-07-08,557291.4975265,2014,7,8,1,0,638526.428909,720480.616788
2014-07-09,574451.409963,2014,7,9,2,0,557291.4975265,747430.1471275
2014-07-10,498047.54898,2014,7,10,3,0,574451.409963,583844.7207922
2014-07-11,535644.182793,2014,7,11,4,0,498047.54898,595424.31324
2014-07-12,756698.7523004999,2014,7,12,5,1,535644.182793,817307.1101677
2014-07-13,733653.779849,2014,7,13,6,1,756698.7523004999,918276.596259
2014-07-14,584867.15114,2014,7,14,0,0,733653.779849,638526.428909
2014-07-15,562860.0268329,2014,7,15,1,0,584867.15114,557291.4975265
2014-07-16,621336.4939885,2014,7,16,2,0,562860.0268329,574451.409963
2014-07-17,498221.7050971,2014,7,17,3,0,621336.4939885,498047.54898
2014-07-18,547619.0590519,2014,7,18,4,0,498221.7050971,535644.182793
2014-07-19,728988.226204,2014,7,19,5,1,547619.0590519,756698.7523004999
2014-07-20,776474.1180457,2014,7,20,6,1,728988.226204,733653.779849
2014-07-21,600228.430008,2014,7,21,0,0,776474.1180457,584867.15114
2014-07-22,530276.040011,2014,7,22,1,0,600228.430008,562860.0268329
2014-07-23,574168.635995,2014,7,23,2,0,530276.040011,621336.4939885
2014-07-24,484618.8170115,2014,7,24,3,0,574168.635995,498221.7050971
2014-07-25,579767.285128,2014,7,25,4,0,484618.8170115,547619.0590519
2014-07-26,688919.5500267,2014,7,26,5,1,579767.285128,728988.226204
2014-07-27,747307.86662,2014,7,27,6,1,688919.5500267,776474.1180457
2014-07-28,583936.68549,2014,7,28,0,0,747307.86662,600228.430008
2014-07-29,524743.3250017,2014,7,29,1,0,583936.68549,530276.040011
2014-07-30,578056.965281,2014,7,30,2,0,524743.3250017,574168.635995
2014-07-31,532423.558194,2014,7,31,3,0,578056.965281,484618.8170115
2014-08-01,506826.7949305,2014,8,1,4,0,532423.558194,579767.285128
2014-08-02,626533.637869,2014,8,2,5,1,506826.7949305,688919.5500267
2014-08-03,625898.205888,2014,8,3,6,1,626533.637869,747307.86662
2014-08-04,471173.304022,2014,8,4,0,0,625898.205888,583936.68549
2014-08-05,417197.476176,2014,8,5,1,0,471173.304022,524743.3250017
2014-08-06,402914.370941,2014,8,6,2,0,417197.476176,578056.965281
2014-08-07,359701.53298899997,2014,8,7,3,0,402914.370941,532423.558194
2014-08-08,397759.9389829,2014,8,8,4,0,359701.53298899997,506826.7949305
2014-08-09,496192.787084,2014,8,9,5,1,397759.9389829,626533.637869
2014-08-10,509681.7650025,2014,8,10,6,1,496192.787084,625898.205888
2014-08-11,409544.575013,2014,8,11,0,0,509681.7650025,471173.304022
2014-08-12,353898.211991,2014,8,12,1,0,409544.575013,417197.476176
2014-08-13,372116.544964,2014,8,13,2,0,353898.211991,402914.370941
2014-08-14,340740.8170565,2014,8,14,3,0,372116.544964,359701.53298899997
2014-08-15,402631.8400593,2014,8,15,4,0,340740.8170565,397759.9389829
2014-08-16,533996.15517,2014,8,16,5,1,402631.8400593,496192.787084
2014-08-17,564443.173007,2014,8,17,6,1,533996.15517,509681.7650025
2014-08-18,433042.298907,2014,8,18,0,0,564443.173007,409544.575013
2014-08-19,379329.9530773,2014,8,19,1,0,433042.298907,353898.211991
2014-08-20,398126.790988,2014,8,20,2,0,379329.9530773,372116.544964
2014-08-21,355108.8749955,2014,8,21,3,0,398126.790988,340740.8170565
2014-08-22,388359.8983235,2014,8,22,4,0,355108.8749955,402631.8400593
2014-08-23,499678.208204,2014,8,23,5,1,388359.8983235,533996.15517
2014-08-24,528990.5611087,2014,8,24,6,1,499678.208204,564443.173007
2014-08-25,412250.075007,2014,8,25,0,0,528990.5611087,433042.298907
2014-08-26,355053.9079745,2014,8,26,1,0,412250.075007,379329.9530773
2014-08-27,366321.498077,2014,8,27,2,0,355053.9079745,398126.790988
2014-08-28,327912.427,2014,8,28,3,0,366321.498077,355108.8749955
2014-08-29,403288.917062,2014,8,29,4,0,327912.427,388359.8983235
2014-08-30,586373.694132,2014,8,30,5,1,403288.917062,499678.208204
2014-08-31,660088.183052,2014,8,31,6,1,586373.694132,528990.5611087
2014-09-01,812526.219024,2014,9,1,0,0,660088.183052,412250.075007
2014-09-02,717351.552768,2014,9,2,1,0,812526.219024,355053.9079745
2014-09-03,726683.8617375,2014,9,3,2,0,717351.552768,366321.498077
2014-09-04,551340.0774347,2014,9,4,3,0,726683.8617375,327912.427
2014-09-05,603043.241921,2014,9,5,4,0,551340.0774347,403288.917062
2014-09-06,870139.4459765,2014,9,6,5,1,603043.241921,586373.694132
2014-09-07,997964.077948,2014,9,7,6,1,870139.4459765,660088.183052
2014-09-08,648651.744928,2014,9,8,0,0,997964.077948,812526.219024
2014-09-09,562420.568002,2014,9,9,1,0,648651.744928,717351.552768
2014-09-10,612987.4722337,2014,9,10,2,0,562420.568002,726683.8617375
2014-09-11,483462.953022,2014,9,11,3,0,612987.4722337,551340.0774347
2014-09-12,564382.847851,2014,9,12,4,0,483462.953022,603043.241921
2014-09-13,795802.238124,2014,9,13,5,1,564382.847851,870139.4459765
2014-09-14,896501.5622945,2014,9,14,6,1,795802.238124,997964.077948
2014-09-15,630710.5728885,2014,9,15,0,0,896501.5622945,648651.744928
2014-09-16,608239.973016,2014,9,16,1,0,630710.5728885,562420.568002
2014-09-17,617472.3442115,2014,9,17,2,0,608239.973016,612987.4722337
2014-09-18,479500.843061,2014,9,18,3,0,617472.3442115,483462.953022
2014-09-19,550213.093909,2014,9,19,4,0,479500.843061,564382.847851
2014-09-20,808490.763077,2014,9,20,5,1,550213.093909,795802.238124
2014-09-21,901420.451004,2014,9,21,6,1,808490.763077,896501.5622945
2014-09-22,589120.293928,2014,9,22,0,0,901420.451004,630710.5728885
2014-09-23,559954.304399,2014,9,23,1,0,589120.293928,608239.973016
2014-09-24,598183.114508,2014,9,24,2,0,559954.304399,617472.3442115
2014-09-25,466867.377076,2014,9,25,3,0,598183.114508,479500.843061
2014-09-26,515474.223943,2014,9,26,4,0,466867.377076,550213.093909
2014-09-27,781202.367982,2014,9,27,5,1,515474.223943,808490.763077
2014-09-28,886531.789814,2014,9,28,6,1,781202.367982,901420.451004
2014-09-29,586682.822002,2014,9,29,0,0,886531.789814,589120.293928
2014-09-30,599093.9157257,2014,9,30,1,0,586682.822002,559954.304399
2014-10-01,784500.253914,2014,10,1,2,0,599093.9157257,598183.114508
2014-10-02,634306.519052,2014,10,2,3,0,784500.253914,466867.377076
2014-10-03,675639.295098,2014,10,3,4,0,634306.519052,515474.223943
2014-10-04,931317.51302,2014,10,4,5,1,675639.295098,781202.367982
2014-10-05,985466.962071,2014,10,5,6,1,931317.51302,886531.789814
2014-10-06,641480.757266,2014,10,6,0,0,985466.962071,586682.822002
2014-10-07,586410.2709706,2014,10,7,1,0,641480.757266,599093.9157257
2014-10-08,620201.323059,2014,10,8,2,0,586410.2709706,784500.253914
2014-10-09,510519.923104,2014,10,9,3,0,620201.323059,634306.519052
2014-10-10,702470.317955,2014,10,10,4,0,510519.923104,675639.295098
2014-10-11,748309.153739,2014,10,11,5,1,702470.317955,931317.51302
2014-10-12,843971.132714,2014,10,12,6,1,748309.153739,985466.962071
2014-10-13,611726.926015,2014,10,13,0,0,843971.132714,641480.757266
2014-10-14,550589.573294,2014,10,14,1,0,611726.926015,586410.2709706
2014-10-15,624797.469491,2014,10,15,2,0,550589.573294,620201.323059
2014-10-16,538252.607117,2014,10,16,3,0,624797.469491,510519.923104
2014-10-17,558538.135999,2014,10,17,4,0,538252.607117,702470.317955
2014-10-18,820840.970792,2014,10,18,5,1,558538.135999,748309.153739
2014-10-19,935410.595877,2014,10,19,6,1,820840.970792,843971.132714
2014-10-20,624629.990941,2014,10,20,0,0,935410.595877,611726.926015
2014-10-21,542207.165266,2014,10,21,1,0,624629.990941,550589.573294
2014-10-22,584926.355993,2014,10,22,2,0,542207.165266,624797.469491
2014-10-23,492233.2322,2014,10,23,3,0,584926.355993,538252.607117
2014-10-24,528403.680064,2014,10,24,4,0,492233.2322,558538.135999
2014-10-25,758926.230707,2014,10,25,5,1,528403.680064,820840.970792
2014-10-26,892128.498949,2014,10,26,6,1,758926.230707,935410.595877
2014-10-27,572806.6319285,2014,10,27,0,0,892128.498949,624629.990941
2014-10-28,512678.811505,2014,10,28,1,0,572806.6319285,542207.165266
2014-10-29,560819.6780005,2014,10,29,2,0,512678.811505,584926.355993
2014-10-30,459715.26616,2014,10,30,3,0,560819.6780005,492233.2322
2014-10-31,561876.0719155,2014,10,31,4,0,459715.26616,528403.680064
2014-11-01,873539.2478855,2014,11,1,5,1,561876.0719155,758926.230707
2014-11-02,709851.4922288,2014,11,2,6,1,873539.2478855,892128.498949
2014-11-03,973192.041735,2014,11,3,0,0,709851.4922288,572806.6319285
2014-11-04,702751.953595,2014,11,4,1,0,973192.041735,512678.811505
2014-11-05,718799.9390395,2014,11,5,2,0,702751.953595,560819.6780005
2014-11-06,566118.381055,2014,11,6,3,0,718799.9390395,459715.26616
2014-11-07,585330.25773,2014,11,7,4,0,566118.381055,561876.0719155
2014-11-08,816064.644983,2014,11,8,5,1,585330.25773,873539.2478855
2014-11-09,941478.422301,2014,11,9,6,1,816064.644983,709851.4922288
2014-11-10,593376.793073,2014,11,10,0,0,941478.422301,973192.041735
2014-11-11,552505.750307,2014,11,11,1,0,593376.793073,702751.953595
2014-11-12,588093.484021,2014,11,12,2,0,552505.750307,718799.9390395
2014-11-13,468057.386823,2014,11,13,3,0,588093.484021,566118.381055
2014-11-14,553007.970965,2014,11,14,4,0,468057.386823,585330.25773
2014-11-15,786124.201177,2014,11,15,5,1,553007.970965,816064.644983
2014-11-16,956619.401927,2014,11,16,6,1,786124.201177,941478.422301
2014-11-17,620876.340058,2014,11,17,0,0,956619.401927,593376.793073
2014-11-18,553367.204141,2014,11,18,1,0,620876.340058,552505.750307
2014-11-19,580234.0113007,2014,11,19,2,0,553367.204141,588093.484021
2014-11-20,511855.7610447,2014,11,20,3,0,580234.0113007,468057.386823
2014-11-21,567978.732759,2014,11,21,4,0,511855.7610447,553007.970965
2014-11-22,763720.148593,2014,11,22,5,1,567978.732759,786124.201177
2014-11-23,907432.656994,2014,11,23,6,1,763720.148593,956619.401927
2014-11-24,610847.95702,2014,11,24,0,0,907432.656994,620876.340058
2014-11-25,541225.608011,2014,11,25,1,0,610847.95702,553367.204141
2014-11-26,579125.306002,2014,11,26,2,0,541225.608011,580234.0113007
2014-11-27,475823.897052,2014,11,27,3,0,579125.306002,511855.7610447
2014-11-28,559619.825094,2014,11,28,4,0,475823.897052,567978.732759
2014-11-29,850925.105136,2014,11,29,5,1,559619.825094,763720.148593
2014-11-30,1023691.281592,2014,11,30,6,1,850925.105136,907432.656994
2014-12-01,817413.561974,2014,12,1,0,0,1023691.281592,610847.95702
2014-12-02,735319.1840285,2014,12,2,1,0,817413.561974,541225.608011
2014-12-03,715127.614539,2014,12,3,2,0,735319.1840285,579125.306002
2014-12-04,578961.517004,2014,12,4,3,0,715127.614539,475823.897052
2014-12-05,635445.153317,2014,12,5,4,0,578961.517004,559619.825094
2014-12-06,829386.70612,2014,12,6,5,1,635445.153317,850925.105136
2014-12-07,1013889.8074,2014,12,7,6,1,829386.70612,1023691.281592
2014-12-08,790283.289992,2014,12,8,0,0,1013889.8074,817413.561974
2014-12-09,665123.962957,2014,12,9,1,0,790283.289992,735319.1840285
2014-12-10,732121.033873,2014,12,10,2,0,665123.962957,715127.614539
2014-12-11,580542.178879,2014,12,11,3,0,732121.033873,578961.517004
2014-12-12,642760.387245,2014,12,12,4,0,580542.178879,635445.153317
2014-12-13,854830.905829,2014,12,13,5,1,642760.387245,829386.70612
2014-12-14,999106.1325775,2014,12,14,6,1,854830.905829,1013889.8074
2014-12-15,790182.945791,2014,12,15,0,0,999106.1325775,790283.289992
2014-12-16,799067.056179,2014,12,16,1,0,790182.945791,665123.962957
2014-12-17,779966.499188,2014,12,17,2,0,799067.056179,732121.033873
2014-12-18,731938.479893,2014,12,18,3,0,779966.499188,580542.178879
2014-12-19,757349.3758179,2014,12,19,4,0,731938.479893,642760.387245
2014-12-20,935555.52434,2014,12,20,5,1,757349.3758179,854830.905829
2014-12-21,1056605.2012285,2014,12,21,6,1,935555.52434,999106.1325775
2014-12-22,1008143.3460193,2014,12,22,0,0,1056605.2012285,790182.945791
2014-12-23,1064977.9730725,2014,12,23,1,0,1008143.3460193,799067.056179
2014-12-24,965982.871715,2014,12,24,2,0,1064977.9730725,779966.499188
2014-12-26,872098.456795,2014,12,26,4,0,965982.871715,731938.479893
2014-12-27,740596.158932,2014,12,27,5,1,872098.456795,757349.3758179
2014-12-28,716329.635071,2014,12,28,6,1,740596.158932,935555.52434
2014-12-29,773998.401175,2014,12,29,0,0,716329.635071,1056605.2012285
2014-12-30,912970.533204,2014,12,30,1,0,773998.401175,1008143.3460193
2014-12-31,844380.469674,2014,12,31,2,0,912970.533204,1064977.9730725
2015-01-01,12773.61698,2015,1,1,3,0,844380.469674,965982.871715
2015-01-02,657763.391981,2015,1,2,4,0,12773.61698,872098.456795
2015-01-03,648880.686926,2015,1,3,5,1,657763.391981,740596.158932
2015-01-04,730923.776022,2015,1,4,6,1,648880.686926,716329.635071
2015-01-05,569267.29796,2015,1,5,0,0,730923.776022,773998.401175
2015-01-06,477886.741053,2015,1,6,1,0,569267.29796,912970.533204
2015-01-07,494160.850117,2015,1,7,2,0,477886.741053,844380.469674
2015-01-08,417482.689131,2015,1,8,3,0,494160.850117,12773.61698
2015-01-09,439381.226073,2015,1,9,4,0,417482.689131,657763.391981
2015-01-10,569956.90801,2015,1,10,5,1,439381.226073,648880.686926
2015-01-11,694860.9511,2015,1,11,6,1,569956.90801,730923.776022
2015-01-12,442845.544014,2015,1,12,0,0,694860.9511,569267.29796
2015-01-13,393799.993059,2015,1,13,1,0,442845.544014,477886.741053
2015-01-14,400923.97107,2015,1,14,2,0,393799.993059,494160.850117
2015-01-15,371146.144942,2015,1,15,3,0,400923.97107,417482.689131
2015-01-16,423599.9357975,2015,1,16,4,0,371146.144942,439381.226073
2015-01-17,621865.434007,2015,1,17,5,1,423599.9357975,569956.90801
2015-01-18,678277.030991,2015,1,18,6,1,621865.434007,694860.9511
2015-01-19,448217.896919,2015,1,19,0,0,678277.030991,442845.544014
2015-01-20,405308.77722,2015,1,20,1,0,448217.896919,393799.993059
2015-01-21,413202.592067,2015,1,21,2,0,405308.77722,400923.97107
2015-01-22,364862.5390355,2015,1,22,3,0,413202.592067,371146.144942
2015-01-23,416937.181925,2015,1,23,4,0,364862.5390355,423599.9357975
2015-01-24,588849.871003,2015,1,24,5,1,416937.181925,621865.434007
2015-01-25,631623.951015,2015,1,25,6,1,588849.871003,678277.030991
2015-01-26,410009.617966,2015,1,26,0,0,631623.951015,448217.896919
2015-01-27,360009.850046,2015,1,27,1,0,410009.617966,405308.77722
2015-01-28,376935.916035,2015,1,28,2,0,360009.850046,413202.592067
2015-01-29,343062.160973,2015,1,29,3,0,376935.916035,364862.5390355
2015-01-30,435899.6719165,2015,1,30,4,0,343062.160973,416937.181925
